N° du client,Statut du client,Âge du client,Genre du client,Nb de personnes à charge,Niveau de diplôme,Statut marital,Catégorie du revenu annuel,Type de carte,Durée d'engagement en mois,Nb de mois inactif,Nb d'interactions,Montant crédit renouvellé,Nb de transactions,Utilisation moyenne de la carte,risque_inactivite,risque_interactions,risque_credit,risque_transactions,risque_utilisation,score_risque,niveau_risque
772105608,Client actuel,48,F,4,Sans diplôme,Célibataire,Moins de $40K,Blue,37,3,4,872,80,0.33,0,1,0,0,0,1,Faible
718396533,Client actuel,47,M,3,Niveau Bac+2,Célibataire,$80K - $120K,Blue,38,3,3,1556,83,0.19,0,0,0,0,0,0,Faible
712949733,Client actuel,46,M,5,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,37,2,3,1985,61,0.313,0,0,0,0,0,0,Faible
772036233,Client actuel,62,M,1,Licence,Célibataire,$80K - $120K,Blue,51,2,3,0,72,0.0,0,0,1,0,1,2,Modéré
713285058,Client actuel,46,F,3,Doctorat,Célibataire,Moins de $40K,Blue,34,3,4,1600,76,0.709,0,1,0,0,0,1,Faible
780390108,Client actuel,44,F,3,Niveau Bac+2,Marié(e),$40K - $60K,Blue,34,1,2,1013,81,0.311,0,0,0,0,0,0,Faible
720585183,Client actuel,50,M,3,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,35,3,2,2136,68,0.144,0,0,0,0,1,1,Faible
711831558,Client actuel,49,M,4,Niveau Bac+2,Divorcé(e),$120K +,Blue,41,1,1,1207,58,0.168,0,0,0,0,0,0,Faible
710854008,Client actuel,48,M,3,Non connu,Non connu,$40K - $60K,Blue,37,2,4,1119,63,0.171,0,1,0,0,0,1,Faible
717017808,Client actuel,62,M,0,Sans diplôme,Célibataire,$40K - $60K,Blue,52,1,2,641,83,0.071,0,0,1,0,1,2,Modéré
714435408,Client actuel,57,M,3,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,38,3,1,1028,54,0.081,0,0,0,0,1,1,Faible
718994583,Client actuel,48,F,2,Niveau Bac+2,Célibataire,Moins de $40K,Blue,35,3,1,816,69,0.567,0,0,0,0,0,0,Faible
793616883,Client actuel,39,F,5,Licence,Célibataire,Moins de $40K,Blue,33,2,2,668,78,0.464,0,0,1,0,0,1,Faible
779978283,Client actuel,45,F,3,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,34,2,1,0,78,0.0,0,0,1,0,1,2,Modéré
710482533,Client actuel,26,M,0,Non connu,Marié(e),$120K +,Blue,17,2,1,2005,72,0.065,0,0,0,0,1,1,Faible
778830933,Client actuel,40,M,3,Licence,Célibataire,$80K - $120K,Blue,21,2,0,1040,78,0.576,0,0,0,0,0,0,Faible
736145283,Client actuel,43,M,2,Niveau Bac+2,Marié(e),$80K - $120K,Blue,24,1,4,0,59,0.0,0,1,1,0,1,3,Modéré
778718658,Client actuel,33,F,2,Lycée (équivalent baccalauréat),Divorcé(e),Non connu,Blue,15,3,4,0,65,0.0,0,1,1,0,1,3,Modéré
719482008,Client actuel,45,M,1,Sans diplôme,Célibataire,$60K - $80K,Blue,35,3,2,1036,76,0.048,0,0,0,0,1,1,Faible
715004808,Client actuel,49,F,2,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,39,3,1,1845,84,0.617,0,0,0,0,0,0,Faible
720014358,Client actuel,38,F,1,Doctorat,Célibataire,Moins de $40K,Blue,26,2,4,985,78,0.509,0,1,0,0,0,1,Faible
718208358,Client actuel,43,M,5,Sans diplôme,Marié(e),$120K +,Blue,31,3,4,830,57,0.024,0,1,0,0,1,2,Modéré
713380308,Client actuel,42,F,4,Sans diplôme,Célibataire,Moins de $40K,Blue,36,2,1,0,76,0.0,0,0,1,0,1,2,Modéré
716477133,Client actuel,42,F,4,Sans diplôme,Célibataire,Moins de $40K,Blue,32,3,4,838,75,0.583,0,1,0,0,0,1,Faible
827619933,Client actuel,48,M,2,Sans diplôme,Célibataire,$40K - $60K,Blue,44,1,2,0,87,0.0,0,0,1,0,1,2,Modéré
779135808,Client actuel,56,F,2,Doctorat,Célibataire,$40K - $60K,Blue,38,1,4,1026,81,0.284,0,1,0,0,0,1,Faible
708219858,Client actuel,39,M,2,Licence,Célibataire,$40K - $60K,Blue,26,3,2,0,70,0.0,0,0,1,0,1,2,Modéré
720169383,Client actuel,52,F,2,Niveau Bac+2,Marié(e),$40K - $60K,Blue,41,1,1,2111,74,0.655,0,0,0,0,0,0,Faible
718056033,Client actuel,44,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,34,3,2,1606,56,0.388,0,0,0,0,0,0,Faible
789226683,Client actuel,44,M,1,Non connu,Marié(e),$60K - $80K,Blue,33,2,3,1187,82,0.239,0,0,0,0,0,0,Faible
822902508,Client actuel,41,F,3,Niveau Bac+2,Célibataire,$40K - $60K,Blue,37,3,3,1219,77,0.146,0,0,0,0,1,1,Faible
780462183,Client actuel,44,M,2,Non connu,Célibataire,$80K - $120K,Blue,31,5,2,2065,67,0.598,1,0,0,0,0,1,Faible
715502808,Client actuel,42,M,3,Lycée (équivalent baccalauréat),Marié(e),$80K - $120K,Blue,36,3,2,1987,76,0.077,0,0,0,0,1,1,Faible
788755158,Client actuel,49,M,3,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,29,3,1,535,80,0.372,0,0,1,0,0,1,Faible
771222558,Client actuel,45,F,3,Licence,Non connu,Moins de $40K,Blue,32,1,3,2018,79,0.696,0,0,0,0,0,0,Faible
708145908,Client actuel,61,F,0,Licence,Marié(e),$40K - $60K,Blue,50,3,0,2185,71,0.445,0,0,0,0,0,0,Faible
717755058,Client actuel,41,F,4,Doctorat,Célibataire,Moins de $40K,Blue,36,3,4,1317,76,0.49,0,1,0,0,0,1,Faible
789109983,Client actuel,40,F,3,Lycée (équivalent baccalauréat),Divorcé(e),$40K - $60K,Blue,28,1,4,1418,73,0.318,0,1,0,0,0,1,Faible
802600233,Client actuel,51,F,2,Licence,Célibataire,$40K - $60K,Blue,45,1,3,869,59,0.604,0,0,0,0,0,0,Faible
720449208,Client actuel,34,F,1,Niveau Bac+2,Marié(e),Moins de $40K,Blue,16,1,4,1814,64,0.817,0,1,0,0,0,1,Faible
719557983,Client actuel,42,M,4,Sans diplôme,Marié(e),$60K - $80K,Blue,36,3,3,2371,83,0.799,0,0,0,0,0,0,Faible
766111383,Client actuel,38,F,2,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,31,2,4,1091,67,0.685,0,1,0,0,0,1,Faible
789367083,Client actuel,41,F,2,Sans diplôme,Célibataire,Moins de $40K,Blue,31,3,3,1490,64,0.608,0,0,0,0,0,0,Faible
710538183,Client actuel,53,F,3,Licence,Divorcé(e),Moins de $40K,Blue,42,2,4,563,83,0.368,0,1,1,0,0,2,Modéré
708534033,Client actuel,45,F,3,Licence,Célibataire,$40K - $60K,Blue,36,2,2,883,82,0.141,0,0,0,0,1,1,Faible
716739258,Client actuel,43,F,4,Non connu,Célibataire,Moins de $40K,Blue,33,2,4,0,62,0.0,0,1,1,0,1,3,Modéré
788940558,Client actuel,41,F,3,Licence,Marié(e),Moins de $40K,Blue,27,1,2,1085,75,0.508,0,0,0,0,0,0,Faible
714722808,Client actuel,50,M,1,Niveau Bac+2,Célibataire,$80K - $120K,Blue,33,3,2,1211,91,0.071,0,0,0,0,1,1,Faible
713249883,Client actuel,51,F,2,Sans diplôme,Marié(e),$40K - $60K,Blue,36,3,3,873,81,0.26,0,0,0,0,0,0,Faible
714207483,Client actuel,47,M,3,Licence,Célibataire,$80K - $120K,Blue,41,1,4,1424,80,0.119,0,1,0,0,1,2,Modéré
720068808,Client actuel,41,F,2,Licence,Marié(e),Moins de $40K,Blue,32,3,2,1980,65,0.6,0,0,0,0,0,0,Faible
709779258,Client actuel,53,F,3,Master,Marié(e),Moins de $40K,Blue,43,3,4,0,71,0.0,0,1,1,0,1,3,Modéré
714305508,Client actuel,46,F,3,Sans diplôme,Marié(e),$40K - $60K,Blue,36,3,2,0,81,0.0,0,0,1,0,1,2,Modéré
712202433,Client actuel,46,F,2,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,36,3,4,1020,68,0.447,0,1,0,0,0,1,Faible
778372158,Client actuel,49,F,5,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,33,3,2,1549,91,0.618,0,0,0,0,0,0,Faible
714176133,Client actuel,47,F,1,Sans diplôme,Célibataire,Moins de $40K,Blue,36,2,3,735,87,0.511,0,0,0,0,0,0,Faible
708969633,Client actuel,42,M,4,Sans diplôme,Non connu,$80K - $120K,Blue,36,5,1,2195,80,0.897,1,0,0,0,0,1,Faible
715765758,Client actuel,54,F,2,Sans diplôme,Célibataire,Moins de $40K,Blue,41,2,4,814,72,0.566,0,1,0,0,0,1,Faible
803097333,Client actuel,41,M,2,Licence,Marié(e),$80K - $120K,Blue,35,3,4,1514,82,0.139,0,1,0,0,1,2,Modéré
711866358,Client actuel,42,F,3,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,30,2,3,0,78,0.0,0,0,1,0,1,2,Modéré
710738883,Client actuel,52,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,36,2,3,1094,61,0.5,0,0,0,0,0,0,Faible
717822108,Client actuel,60,F,0,Sans diplôme,Célibataire,Moins de $40K,Blue,48,2,3,2517,85,0.762,0,0,0,0,0,0,Faible
714407058,Client actuel,40,M,3,Sans diplôme,Divorcé(e),$80K - $120K,Blue,29,2,1,2330,81,0.075,0,0,0,0,1,1,Faible
710744433,Client actuel,48,F,1,Sans diplôme,Célibataire,Moins de $40K,Blue,38,2,0,2424,78,0.94,0,0,0,0,0,0,Faible
713320008,Client actuel,48,M,3,Licence,Célibataire,$80K - $120K,Blue,37,3,2,468,66,0.154,0,0,1,0,1,2,Modéré
766795983,Client actuel,46,F,1,Non connu,Célibataire,Moins de $40K,Blue,40,2,2,0,91,0.0,0,0,1,0,1,2,Modéré
716256483,Client actuel,50,F,2,Licence,Célibataire,Non connu,Blue,36,2,4,1824,80,0.699,0,1,0,0,0,1,Faible
712364283,Client actuel,54,F,2,Doctorat,Marié(e),$40K - $60K,Blue,43,3,2,1398,79,0.629,0,0,0,0,0,0,Faible
709787733,Client actuel,54,F,4,Niveau Bac+2,Célibataire,Non connu,Blue,48,2,2,1307,76,0.134,0,0,0,0,1,1,Faible
809071083,Client actuel,60,F,1,Licence,Célibataire,Moins de $40K,Blue,55,1,0,2150,90,0.916,0,0,0,0,0,0,Faible
721165608,Client actuel,51,M,2,Licence,Marié(e),$60K - $80K,Silver,36,6,3,0,78,0.0,1,0,1,0,1,3,Modéré
708760458,Client actuel,47,M,1,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,36,3,4,0,79,0.0,0,1,1,0,1,3,Modéré
720333783,Client actuel,51,F,2,Non connu,Marié(e),Moins de $40K,Blue,33,1,4,786,50,0.159,0,1,0,0,1,2,Modéré
711341433,Client actuel,34,F,2,Licence,Célibataire,Non connu,Blue,24,3,3,2010,77,0.649,0,0,0,0,0,0,Faible
720235608,Client actuel,60,F,0,Licence,Non connu,Moins de $40K,Blue,36,3,1,0,58,0.0,0,0,1,0,1,2,Modéré
716890533,Client actuel,49,F,2,Sans diplôme,Célibataire,Moins de $40K,Blue,36,2,2,1722,86,0.789,0,0,0,0,0,0,Faible
708491508,Client actuel,51,M,2,Non connu,Célibataire,$60K - $80K,Blue,42,3,2,1430,68,0.103,0,0,0,0,1,1,Faible
718542858,Client actuel,50,M,1,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,36,3,2,994,84,0.094,0,0,0,0,1,1,Faible
717750858,Client actuel,32,F,2,Master,Célibataire,Moins de $40K,Blue,16,3,2,2446,78,0.823,0,0,0,0,0,0,Faible
827628408,Client actuel,40,M,4,Licence,Marié(e),$80K - $120K,Blue,36,3,2,1465,64,0.677,0,0,0,0,0,0,Faible
718054833,Client actuel,50,M,2,Non connu,Célibataire,$120K +,Blue,37,3,4,1016,65,0.066,0,1,0,0,1,2,Modéré
788770908,Client actuel,45,M,4,Niveau Bac+2,Marié(e),$60K - $80K,Blue,26,2,2,1498,67,0.494,0,0,0,0,0,0,Faible
710175783,Client actuel,45,F,3,Lycée (équivalent baccalauréat),Célibataire,Non connu,Blue,25,2,1,1042,59,0.525,0,0,0,0,0,0,Faible
715429608,Client actuel,45,F,3,Niveau Bac+2,Marié(e),Moins de $40K,Blue,37,3,1,1517,66,0.33,0,0,0,0,0,0,Faible
717965808,Client actuel,65,M,0,Non connu,Célibataire,$40K - $60K,Blue,54,1,4,829,73,0.088,0,1,0,0,1,2,Modéré
709265208,Client actuel,47,F,4,Licence,Célibataire,Moins de $40K,Blue,37,3,2,780,59,0.542,0,0,0,0,0,0,Faible
721349883,Client actuel,51,F,4,Licence,Célibataire,Moins de $40K,Blue,39,2,1,2082,59,0.731,0,0,0,0,0,0,Faible
758965158,Client actuel,44,M,5,Lycée (équivalent baccalauréat),Marié(e),$80K - $120K,Blue,37,2,3,1729,83,0.111,0,0,0,0,1,1,Faible
749722908,Client actuel,43,M,2,Master,Marié(e),$120K +,Blue,36,3,2,1346,68,0.126,0,0,0,0,1,1,Faible
767243208,Client actuel,42,F,3,Licence,Célibataire,Moins de $40K,Blue,35,2,2,1587,79,0.621,0,0,0,0,0,0,Faible
711515433,Client actuel,55,F,2,Non connu,Célibataire,Moins de $40K,Blue,36,1,2,2517,85,0.883,0,0,0,0,0,0,Faible
720190908,Client actuel,59,M,1,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,51,2,4,1300,72,0.145,0,1,0,0,1,2,Modéré
818814933,Client actuel,58,F,1,Non connu,Célibataire,$40K - $60K,Blue,53,3,1,1536,79,0.221,0,0,0,0,0,0,Faible
719794383,Client actuel,60,F,2,Niveau Bac+2,Marié(e),Moins de $40K,Blue,41,2,2,0,85,0.0,0,0,1,0,1,2,Modéré
709766808,Client actuel,49,F,2,Sans diplôme,Marié(e),Non connu,Blue,36,3,2,1178,82,0.231,0,0,0,0,0,0,Faible
709666908,Client actuel,42,F,4,Licence,Divorcé(e),Non connu,Blue,36,3,1,1782,93,0.641,0,0,0,0,0,0,Faible
794653983,Client actuel,44,F,3,Licence,Marié(e),Moins de $40K,Blue,27,1,4,1017,80,0.687,0,1,0,0,0,1,Faible
716593533,Client actuel,56,M,1,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,45,1,3,0,76,0.0,0,0,1,0,1,2,Modéré
714113658,Client actuel,52,M,2,Non connu,Célibataire,$80K - $120K,Blue,41,3,1,1425,76,0.517,0,0,0,0,0,0,Faible
708776658,Client actuel,54,M,2,Non connu,Célibataire,$80K - $120K,Blue,43,3,2,1519,70,0.263,0,0,0,0,0,0,Faible
712225008,Client actuel,55,M,2,Licence,Marié(e),$60K - $80K,Blue,44,6,3,1103,80,0.182,1,0,0,0,0,1,Faible
787450758,Client actuel,57,M,1,Non connu,Célibataire,$60K - $80K,Blue,43,3,1,0,88,0.0,0,0,1,0,1,2,Modéré
789099783,Client actuel,43,F,2,Non connu,Marié(e),Moins de $40K,Blue,31,3,3,839,70,0.406,0,0,0,0,0,0,Faible
711751533,Client actuel,47,F,4,Licence,Marié(e),Moins de $40K,Blue,37,1,3,1973,75,0.806,0,0,0,0,0,0,Faible
708367908,Client actuel,56,F,1,Sans diplôme,Marié(e),Moins de $40K,Blue,47,1,2,1627,82,0.538,0,0,0,0,0,0,Faible
714951858,Client actuel,44,F,2,Licence,Marié(e),Moins de $40K,Blue,36,1,3,0,56,0.0,0,0,1,0,1,2,Modéré
720436008,Client actuel,54,F,1,Doctorat,Non connu,Moins de $40K,Blue,43,6,4,0,81,0.0,1,1,1,0,1,4,Élevé
718984533,Client actuel,37,M,3,Licence,Célibataire,$80K - $120K,Blue,29,2,4,1274,100,0.177,0,1,0,0,0,1,Faible
716982483,Client actuel,49,F,2,Licence,Marié(e),Moins de $40K,Blue,38,4,2,0,79,0.0,1,0,1,0,1,3,Modéré
720202008,Client actuel,47,F,5,Non connu,Célibataire,$40K - $60K,Blue,40,3,4,2517,88,0.647,0,1,0,0,0,1,Faible
714483033,Client actuel,45,F,5,Non connu,Marié(e),Non connu,Blue,40,2,2,0,85,0.0,0,0,1,0,1,2,Modéré
716402508,Client actuel,49,F,3,Licence,Non connu,Moins de $40K,Blue,36,3,3,1681,87,0.621,0,0,0,0,0,0,Faible
721189008,Client actuel,41,M,4,Licence,Célibataire,$80K - $120K,Blue,27,2,4,0,67,0.0,0,1,1,0,1,3,Modéré
712867983,Client actuel,54,F,2,Sans diplôme,Célibataire,Moins de $40K,Blue,43,1,4,633,66,0.211,0,1,1,0,0,2,Modéré
713814408,Client actuel,39,M,2,Sans diplôme,Célibataire,$80K - $120K,Blue,36,2,4,1184,66,0.15,0,1,0,0,1,2,Modéré
716671983,Client actuel,38,M,0,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,29,3,2,1885,65,0.315,0,0,0,0,0,0,Faible
708252108,Client actuel,64,M,0,Niveau Bac+2,Célibataire,$40K - $60K,Blue,53,3,2,1907,65,0.259,0,0,0,0,0,0,Faible
717212958,Client actuel,55,M,2,Doctorat,Célibataire,$80K - $120K,Blue,36,3,3,2415,57,0.793,0,0,0,0,0,0,Faible
713048733,Client actuel,50,M,2,Sans diplôme,Marié(e),$120K +,Blue,40,1,1,1871,75,0.054,0,0,0,0,1,1,Faible
710701233,Client actuel,44,F,5,Licence,Célibataire,Non connu,Blue,37,1,1,1259,72,0.071,0,0,0,0,1,1,Faible
718837683,Client actuel,55,M,2,Lycée (équivalent baccalauréat),Célibataire,$120K +,Blue,49,3,4,1505,50,0.497,0,1,0,0,0,1,Faible
718127958,Client actuel,58,M,0,Licence,Divorcé(e),Non connu,Blue,36,2,2,1656,85,0.182,0,0,0,0,0,0,Faible
718685358,Client actuel,51,F,2,Sans diplôme,Célibataire,Moins de $40K,Blue,44,1,4,0,84,0.0,0,1,1,0,1,3,Modéré
771559158,Client actuel,58,M,3,Sans diplôme,Non connu,$80K - $120K,Blue,46,1,3,1163,80,0.49,0,0,0,0,0,0,Faible
711197658,Client actuel,53,F,1,Master,Célibataire,$40K - $60K,Blue,43,1,0,2026,68,0.774,0,0,0,0,0,0,Faible
709045683,Client actuel,42,F,3,Sans diplôme,Marié(e),Non connu,Blue,30,2,1,0,63,0.0,0,0,1,0,1,2,Modéré
708272808,Client actuel,45,M,5,Licence,Célibataire,Moins de $40K,Blue,36,2,1,1474,59,0.542,0,0,0,0,0,0,Faible
720292983,Client actuel,60,F,0,Licence,Marié(e),Moins de $40K,Blue,51,1,2,1796,61,0.805,0,0,0,0,0,0,Faible
712840608,Client actuel,55,F,2,Sans diplôme,Marié(e),Moins de $40K,Blue,43,2,3,993,85,0.363,0,0,0,0,0,0,Faible
788920308,Client actuel,51,F,2,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,37,2,1,1250,75,0.554,0,0,0,0,0,0,Faible
712885533,Client actuel,50,M,4,Licence,Marié(e),$80K - $120K,Blue,31,3,2,1472,62,0.124,0,0,0,0,1,1,Faible
719268333,Client actuel,49,F,3,Sans diplôme,Marié(e),Moins de $40K,Blue,36,3,4,0,88,0.0,0,1,1,0,1,3,Modéré
721004133,Client actuel,38,F,2,Licence,Célibataire,Moins de $40K,Blue,25,2,2,538,73,0.374,0,0,1,0,0,1,Faible
714103908,Client actuel,54,F,3,Doctorat,Célibataire,Moins de $40K,Blue,36,2,2,743,74,0.267,0,0,0,0,0,0,Faible
771502383,Client actuel,54,F,1,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,42,5,4,1539,80,0.622,1,1,0,0,0,2,Modéré
713014533,Client actuel,54,F,3,Non connu,Célibataire,$40K - $60K,Blue,43,3,4,1596,64,0.283,0,1,0,0,0,1,Faible
711294258,Client actuel,43,F,1,Licence,Célibataire,Moins de $40K,Blue,38,3,3,2377,88,0.9,0,0,0,0,0,0,Faible
719954733,Client actuel,43,M,2,Licence,Marié(e),$80K - $120K,Blue,28,6,3,1255,68,0.041,1,0,0,0,1,2,Modéré
711561933,Client actuel,57,F,1,Sans diplôme,Divorcé(e),Moins de $40K,Blue,47,6,1,1420,70,0.645,1,0,0,0,0,1,Faible
711555483,Client actuel,43,F,3,Lycée (équivalent baccalauréat),Non connu,Non connu,Blue,36,3,2,2517,83,0.287,0,0,0,0,0,0,Faible
716929233,Client actuel,43,F,3,Master,Célibataire,$40K - $60K,Blue,24,3,4,1607,92,0.31,0,1,0,0,0,1,Faible
709014558,Client actuel,49,M,2,Sans diplôme,Marié(e),$60K - $80K,Blue,42,3,2,0,82,0.0,0,0,1,0,1,2,Modéré
710636208,Client actuel,51,M,3,Sans diplôme,Marié(e),$120K +,Blue,40,5,3,0,74,0.0,1,0,1,0,1,3,Modéré
815525508,Client actuel,46,F,3,Lycée (équivalent baccalauréat),Non connu,Moins de $40K,Blue,41,1,4,0,60,0.0,0,1,1,0,1,3,Modéré
718746933,Client actuel,56,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,47,3,4,2022,66,0.706,0,1,0,0,0,1,Faible
715686183,Client actuel,46,F,4,Licence,Célibataire,$40K - $60K,Blue,34,2,1,0,65,0.0,0,0,1,0,1,2,Modéré
741778458,Client actuel,54,F,2,Non connu,Célibataire,Moins de $40K,Blue,47,2,3,1550,57,0.662,0,0,0,0,0,0,Faible
801056358,Client actuel,51,M,1,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,45,1,3,1864,75,0.14,0,0,0,0,1,1,Faible
709486158,Client actuel,33,F,3,Licence,Marié(e),Moins de $40K,Blue,20,1,3,0,72,0.0,0,0,1,0,1,2,Modéré
803342358,Client actuel,55,M,3,Licence,Marié(e),$60K - $80K,Blue,49,1,4,2517,56,0.444,0,1,0,0,0,1,Faible
788646858,Client actuel,41,F,3,Licence,Marié(e),Moins de $40K,Blue,29,3,1,1268,61,0.647,0,0,0,0,0,0,Faible
789097833,Client actuel,39,F,0,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,27,3,3,720,93,0.183,0,0,0,0,0,0,Faible
709443633,Client actuel,38,F,1,Sans diplôme,Marié(e),Moins de $40K,Blue,26,1,1,838,62,0.193,0,0,0,0,0,0,Faible
767280633,Client actuel,46,F,2,Licence,Non connu,Moins de $40K,Blue,39,2,2,1454,96,0.484,0,0,0,0,0,0,Faible
721033908,Client actuel,58,M,1,Sans diplôme,Célibataire,$60K - $80K,Blue,46,3,1,1053,82,0.414,0,0,0,0,0,0,Faible
772076208,Client actuel,58,M,4,Niveau Bac+2,Célibataire,$80K - $120K,Blue,47,3,0,1146,70,0.044,0,0,0,0,1,1,Faible
794784633,Client actuel,61,F,0,Sans diplôme,Célibataire,$40K - $60K,Blue,55,1,2,2123,77,0.959,0,0,0,0,0,0,Faible
716437533,Client actuel,51,M,2,Niveau Bac+2,Célibataire,$80K - $120K,Blue,43,3,3,0,88,0.0,0,0,1,0,1,2,Modéré
715109508,Client actuel,44,F,3,Niveau Bac+2,Marié(e),Non connu,Blue,36,1,4,1427,96,0.163,0,1,0,0,0,1,Faible
795392433,Client actuel,35,F,2,Sans diplôme,Célibataire,Non connu,Blue,29,1,1,0,69,0.0,0,0,1,0,1,2,Modéré
720118908,Client actuel,26,M,0,Licence,Marié(e),Moins de $40K,Blue,36,2,4,0,65,0.0,0,1,1,0,1,3,Modéré
799486158,Client actuel,39,F,1,Licence,Marié(e),Moins de $40K,Blue,29,2,4,949,65,0.66,0,1,0,0,0,1,Faible
718980633,Client actuel,38,M,2,Niveau Bac+2,Célibataire,$80K - $120K,Blue,36,3,3,1151,84,0.178,0,0,0,0,0,0,Faible
709546608,Client actuel,37,F,2,Sans diplôme,Marié(e),Moins de $40K,Blue,36,5,4,647,64,0.45,1,1,1,0,0,3,Modéré
823624158,Client actuel,53,F,2,Doctorat,Célibataire,Non connu,Blue,49,2,2,0,78,0.0,0,0,1,0,1,2,Modéré
771688983,Client actuel,53,F,2,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,41,1,2,1811,68,0.804,0,0,0,0,0,0,Faible
708701358,Client actuel,39,F,2,Sans diplôme,Célibataire,Moins de $40K,Blue,36,2,3,2031,79,0.857,0,0,0,0,0,0,Faible
712048008,Client actuel,56,F,4,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,44,2,2,1988,69,0.762,0,0,0,0,0,0,Faible
710712783,Client actuel,52,F,4,Non connu,Marié(e),Moins de $40K,Blue,41,3,3,1787,76,0.779,0,0,0,0,0,0,Faible
716626008,Client actuel,51,F,2,Licence,Divorcé(e),Non connu,Blue,36,3,4,1659,102,0.328,0,1,0,0,0,1,Faible
718284408,Client actuel,43,F,3,Non connu,Marié(e),Moins de $40K,Blue,30,2,2,1452,68,0.601,0,0,0,0,0,0,Faible
717414933,Client actuel,51,F,1,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,45,3,3,2049,61,0.702,0,0,0,0,0,0,Faible
713032233,Client actuel,53,F,2,Licence,Célibataire,Moins de $40K,Blue,36,1,4,2271,83,0.839,0,1,0,0,0,1,Faible
714234858,Client actuel,54,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,36,1,4,1739,84,0.474,0,1,0,0,0,1,Faible
714818058,Client actuel,36,F,4,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,30,3,1,0,74,0.0,0,0,1,0,1,2,Modéré
780100533,Client actuel,46,M,3,Licence,Célibataire,$80K - $120K,Blue,31,2,4,2376,67,0.09,0,1,0,0,1,2,Modéré
711712983,Client actuel,56,M,2,Licence,Célibataire,$80K - $120K,Blue,46,2,3,0,80,0.0,0,0,1,0,1,2,Modéré
712549758,Client actuel,40,F,4,Licence,Marié(e),Non connu,Blue,25,2,1,0,61,0.0,0,0,1,0,1,2,Modéré
713348433,Client actuel,42,F,3,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,29,3,2,751,62,0.486,0,0,0,0,0,0,Faible
820599333,Client actuel,43,F,5,Licence,Célibataire,Moins de $40K,Blue,38,2,2,604,85,0.42,0,0,1,0,0,1,Faible
787261008,Client actuel,43,M,1,Master,Non connu,$60K - $80K,Blue,37,3,4,1128,75,0.274,0,1,0,0,0,1,Faible
778343958,Client actuel,47,F,3,Licence,Marié(e),Moins de $40K,Blue,27,3,0,0,72,0.0,0,0,1,0,1,2,Modéré
788407833,Client actuel,49,F,4,Licence,Célibataire,Non connu,Blue,42,3,2,1368,79,0.083,0,0,0,0,1,1,Faible
760807608,Client actuel,48,F,4,Sans diplôme,Marié(e),Moins de $40K,Blue,41,3,4,1680,83,0.718,0,1,0,0,0,1,Faible
771108933,Client actuel,47,F,4,Licence,Marié(e),Moins de $40K,Blue,34,3,4,879,71,0.456,0,1,0,0,0,1,Faible
717995958,Client actuel,47,F,3,Non connu,Marié(e),Non connu,Blue,38,1,4,1463,72,0.895,0,1,0,0,0,1,Faible
718736883,Client actuel,49,F,3,Sans diplôme,Célibataire,Moins de $40K,Blue,36,1,4,2058,61,0.476,0,1,0,0,0,1,Faible
721045608,Client actuel,51,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,32,3,3,2131,75,0.724,0,0,0,0,0,0,Faible
715215108,Client actuel,54,F,2,Non connu,Marié(e),Moins de $40K,Blue,46,3,3,1573,68,0.602,0,0,0,0,0,0,Faible
795823383,Client actuel,43,F,4,Licence,Célibataire,Moins de $40K,Blue,37,1,3,0,63,0.0,0,0,1,0,1,2,Modéré
