N° du client,Statut du client,Âge du client,Genre du client,Nb de personnes à charge,Niveau de diplôme,Statut marital,Catégorie du revenu annuel,Type de carte,Durée d'engagement en mois,Nb de mois inactif,Nb d'interactions,Montant crédit renouvellé,Nb de transactions,Utilisation moyenne de la carte
717646983,Client perdu,59,F,1,Licence,Célibataire,$60K - $80K,Blue,49,3,6,424,53,0.132
778837083,Client perdu,50,M,2,Licence,Marié(e),$80K - $120K,Blue,31,3,3,321,62,0.025
768632958,Client perdu,59,F,1,Licence,Célibataire,Non connu,Blue,49,6,8,1091,49,0.125
715622508,Client perdu,52,M,2,Non connu,Marié(e),$80K - $120K,Blue,41,6,3,0,32,0.0
708402333,Client actuel,48,F,2,Doctorat,Divorcé(e),Non connu,Blue,37,2,0,1313,88,0.289
708946008,Client perdu,46,F,3,Niveau Bac+2,Marié(e),$60K - $80K,Blue,36,2,2,1214,39,0.844
715625658,Client actuel,49,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,36,1,3,1492,87,0.333
789599283,Client actuel,44,F,3,Niveau Bac+2,Divorcé(e),Non connu,Blue,38,3,2,1448,62,0.723
708960858,Client actuel,40,M,4,Lycée (équivalent baccalauréat),Marié(e),$80K - $120K,Blue,21,2,3,2066,85,0.18
814840833,Client perdu,44,M,4,Doctorat,Marié(e),$120K +,Blue,39,3,2,2517,37,0.318
772082208,Client actuel,39,M,1,Licence,Célibataire,$120K +,Blue,28,2,2,0,82,0.0
711597183,Client actuel,43,M,2,Sans diplôme,Divorcé(e),$80K - $120K,Blue,34,3,2,0,72,0.0
712110333,Client perdu,37,F,3,Lycée (équivalent baccalauréat),Célibataire,Non connu,Blue,18,1,3,0,48,0.0
718673358,Client perdu,35,M,3,Doctorat,Marié(e),$80K - $120K,Blue,30,3,7,1528,52,0.112
712479633,Client perdu,31,F,1,Non connu,Célibataire,Moins de $40K,Blue,20,1,2,0,43,0.0
716108283,Client actuel,53,F,4,Licence,Marié(e),Moins de $40K,Blue,46,3,3,1579,82,0.356
779360808,Client actuel,49,F,3,Licence,Marié(e),Moins de $40K,Blue,35,3,3,2032,75,0.696
716352033,Client actuel,49,F,2,Licence,Marié(e),Moins de $40K,Blue,39,3,3,1035,78,0.37
716643033,Client perdu,41,F,2,Licence,Marié(e),$60K - $80K,Blue,31,3,3,2137,40,0.828
711567333,Client actuel,43,M,1,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,31,3,2,1720,70,0.607
788756133,Client actuel,44,F,3,Non connu,Divorcé(e),Moins de $40K,Blue,24,1,2,1508,60,0.576
755437533,Client actuel,48,F,4,Licence,Célibataire,Moins de $40K,Blue,41,3,2,1273,77,0.836
713573508,Client perdu,41,M,4,Licence,Non connu,$40K - $60K,Silver,32,2,4,425,43,0.026
709430508,Client perdu,40,M,4,Lycée (équivalent baccalauréat),Non connu,$40K - $60K,Blue,32,2,3,1335,50,0.182
710645583,Client actuel,44,F,2,Sans diplôme,Célibataire,Non connu,Blue,37,1,2,1742,75,0.228
714253983,Client actuel,44,M,3,Non connu,Marié(e),$40K - $60K,Blue,36,2,3,0,59,0.0
771566208,Client actuel,48,M,3,Niveau Bac+2,Marié(e),Moins de $40K,Blue,36,1,2,1318,74,0.15
713314533,Client perdu,40,M,2,Non connu,Célibataire,$60K - $80K,Blue,27,2,3,0,41,0.0
720725883,Client actuel,34,F,2,Niveau Bac+2,Célibataire,Moins de $40K,Blue,20,2,3,1503,68,0.554
708539583,Client actuel,44,F,3,Non connu,Marié(e),Non connu,Blue,25,1,3,2232,63,0.112
716747283,Client actuel,44,F,2,Sans diplôme,Célibataire,Moins de $40K,Blue,36,2,2,1224,79,0.584
787519683,Client actuel,41,F,2,Licence,Célibataire,Moins de $40K,Blue,30,2,2,2270,78,0.75
721044333,Client actuel,34,F,2,Niveau Bac+2,Célibataire,Moins de $40K,Blue,22,2,0,761,91,0.449
713679633,Client perdu,41,F,3,Licence,Marié(e),$60K - $80K,Blue,33,3,7,0,51,0.0
711126483,Client actuel,37,F,1,Licence,Célibataire,Moins de $40K,Blue,28,3,3,599,76,0.416
814191333,Client perdu,55,M,2,Non connu,Divorcé(e),$120K +,Blue,50,7,3,278,41,0.011
715040208,Client actuel,49,F,2,Licence,Célibataire,Non connu,Blue,38,3,3,871,72,0.172
710769258,Client actuel,40,F,2,Licence,Célibataire,Non connu,Blue,27,2,3,1513,75,0.341
715227633,Client actuel,36,F,3,Niveau Bac+2,Célibataire,Moins de $40K,Blue,36,2,3,0,60,0.0
708635058,Client actuel,53,F,0,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,44,1,1,886,85,0.465
709051533,Client actuel,46,F,1,Licence,Marié(e),$40K - $60K,Blue,26,3,0,1569,92,0.535
718940208,Client actuel,55,F,0,Licence,Célibataire,Non connu,Blue,44,1,3,1841,68,0.101
712361583,Client actuel,47,M,5,Licence,Marié(e),$80K - $120K,Silver,36,3,1,760,67,0.022
708390633,Client actuel,52,F,3,Licence,Marié(e),Moins de $40K,Blue,44,5,3,2312,69,0.955
720281508,Client actuel,44,F,2,Doctorat,Divorcé(e),Moins de $40K,Blue,34,1,2,1491,91,0.62
720885558,Client actuel,51,F,2,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,37,1,1,2426,74,0.926
709781208,Client actuel,34,F,0,Non connu,Marié(e),Moins de $40K,Blue,26,3,1,0,82,0.0
710086308,Client actuel,46,F,4,Lycée (équivalent baccalauréat),Non connu,$40K - $60K,Blue,38,2,0,1179,87,0.323
713282733,Client actuel,37,F,2,Licence,Célibataire,$40K - $60K,Blue,24,3,1,1730,64,0.513
815812683,Client actuel,47,M,3,Non connu,Célibataire,$120K +,Blue,42,3,2,1433,77,0.162
708204033,Client actuel,36,F,5,Non connu,Célibataire,Moins de $40K,Blue,24,1,1,2093,70,0.702
720040158,Client actuel,47,M,3,Sans diplôme,Célibataire,$60K - $80K,Blue,36,3,2,0,71,0.0
755996583,Client perdu,57,F,2,Sans diplôme,Célibataire,Moins de $40K,Blue,50,0,3,0,43,0.0
711359058,Client actuel,46,F,4,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,33,2,2,1711,71,0.434
714064908,Client actuel,57,F,1,Licence,Célibataire,Moins de $40K,Blue,36,2,3,1289,84,0.728
717074283,Client perdu,45,F,3,Licence,Divorcé(e),Non connu,Blue,37,2,8,0,49,0.0
765847383,Client actuel,50,M,1,Licence,Marié(e),$120K +,Blue,43,5,3,0,78,0.0
789531633,Client actuel,53,F,4,Licence,Célibataire,Moins de $40K,Blue,46,1,2,777,88,0.189
820593033,Client actuel,43,F,2,Licence,Célibataire,$40K - $60K,Silver,39,1,2,1736,64,0.094
710078358,Client actuel,36,M,4,Master,Marié(e),Moins de $40K,Blue,26,1,1,1291,88,0.581
715025208,Client actuel,56,F,2,Niveau Bac+2,Marié(e),Moins de $40K,Blue,46,3,3,1778,63,0.57
709596783,Client actuel,46,M,3,Niveau Bac+2,Marié(e),$40K - $60K,Blue,34,1,2,0,78,0.0
715960308,Client perdu,53,F,1,Licence,Divorcé(e),$80K - $120K,Blue,44,3,3,2517,49,0.615
716653758,Client actuel,55,M,0,Non connu,Célibataire,$60K - $80K,Blue,36,3,3,0,74,0.0
787268733,Client actuel,52,F,1,Licence,Marié(e),$40K - $60K,Blue,46,1,2,1507,85,0.617
789923058,Client perdu,53,F,1,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,44,3,3,0,44,0.0
771079833,Client actuel,40,F,3,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,27,3,3,0,78,0.0
710507733,Client actuel,42,M,4,Licence,Célibataire,$60K - $80K,Blue,35,3,1,1644,68,0.11
779269158,Client perdu,43,F,2,Licence,Marié(e),Non connu,Blue,25,2,8,0,39,0.0
711627558,Client actuel,40,F,3,Sans diplôme,Célibataire,Moins de $40K,Blue,30,1,2,912,73,0.561
710536983,Client actuel,49,F,0,Master,Marié(e),Moins de $40K,Blue,36,3,3,2517,67,0.837
712237458,Client actuel,47,M,3,Non connu,Marié(e),$120K +,Blue,28,2,2,802,78,0.069
778289883,Client perdu,42,F,2,Licence,Non connu,$60K - $80K,Blue,32,3,3,0,41,0.0
714154533,Client actuel,45,F,3,Lycée (équivalent baccalauréat),Célibataire,Non connu,Blue,36,1,2,1994,56,0.641
803657133,Client actuel,60,M,1,Licence,Célibataire,$40K - $60K,Blue,54,3,3,1408,75,0.762
769053033,Client perdu,44,F,1,Licence,Célibataire,$40K - $60K,Blue,38,2,7,2517,44,0.608
713613258,Client actuel,46,M,4,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,36,1,2,0,71,0.0
768544833,Client actuel,45,F,4,Sans diplôme,Célibataire,Moins de $40K,Blue,39,2,3,1414,77,0.642
720782658,Client actuel,42,M,4,Licence,Marié(e),$60K - $80K,Blue,36,2,3,1749,80,0.487
768162108,Client perdu,49,M,3,Niveau Bac+2,Marié(e),$120K +,Blue,43,3,3,0,50,0.0
710511858,Client actuel,58,F,0,Non connu,Marié(e),Moins de $40K,Blue,36,3,3,1439,88,0.376
714516033,Client actuel,53,M,3,Lycée (équivalent baccalauréat),Marié(e),$120K +,Blue,44,2,0,1005,87,0.111
788630958,Client actuel,44,M,2,Sans diplôme,Célibataire,$40K - $60K,Blue,28,1,2,0,67,0.0
717646008,Client actuel,61,F,1,Niveau Bac+2,Marié(e),Non connu,Blue,46,2,2,0,67,0.0
712290258,Client actuel,49,F,1,Non connu,Marié(e),Moins de $40K,Blue,40,1,3,1840,67,0.698
716292033,Client actuel,37,F,4,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,36,2,3,0,84,0.0
780372408,Client actuel,43,F,5,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,33,2,2,866,69,0.174
720853158,Client actuel,38,F,3,Lycée (équivalent baccalauréat),Célibataire,Non connu,Blue,24,3,3,1607,70,0.115
823507833,Client actuel,44,M,4,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,40,3,2,945,79,0.066
711111633,Client actuel,60,M,1,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Silver,49,2,2,0,75,0.0
709904508,Client actuel,59,F,0,Master,Célibataire,$40K - $60K,Blue,40,3,3,1644,71,0.624
712022883,Client actuel,37,F,2,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,27,1,2,919,82,0.417
712173108,Client actuel,48,F,1,Non connu,Non connu,$40K - $60K,Blue,36,1,3,1991,82,0.814
714156633,Client actuel,60,F,0,Non connu,Célibataire,Non connu,Blue,36,3,2,0,79,0.0
714581358,Client perdu,48,F,3,Licence,Marié(e),$60K - $80K,Blue,43,3,8,0,36,0.0
713256033,Client actuel,39,F,3,Sans diplôme,Célibataire,Non connu,Blue,25,3,3,1604,74,0.384
825831933,Client actuel,52,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,48,2,2,1103,81,0.352
720274158,Client actuel,42,F,4,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,35,2,2,1700,76,0.38
772394883,Client perdu,60,F,1,Sans diplôme,Célibataire,Non connu,Blue,50,8,3,0,43,0.0
794253108,Client actuel,52,M,4,Licence,Célibataire,$40K - $60K,Blue,46,3,2,0,78,0.0
720899883,Client actuel,44,F,1,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,35,2,2,0,82,0.0
714313608,Client actuel,36,F,4,Sans diplôme,Marié(e),Moins de $40K,Blue,36,3,0,1886,74,0.446
716602683,Client actuel,49,F,3,Licence,Marié(e),$40K - $60K,Blue,36,3,2,2082,70,0.367
715928808,Client actuel,42,F,2,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,31,5,2,1218,75,0.307
771899433,Client perdu,48,M,3,Licence,Marié(e),$80K - $120K,Blue,37,2,8,2434,27,0.305
714771708,Client actuel,36,F,0,Niveau Bac+2,Non connu,Non connu,Blue,26,3,3,0,69,0.0
709711758,Client perdu,45,F,3,Sans diplôme,Divorcé(e),Moins de $40K,Blue,32,2,2,0,31,0.0
721137558,Client perdu,40,M,4,Licence,Divorcé(e),$40K - $60K,Blue,28,2,3,894,42,0.154
820268358,Client actuel,48,F,4,Master,Non connu,Moins de $40K,Blue,43,1,3,1462,75,0.62
709273383,Client actuel,54,F,0,Non connu,Marié(e),Non connu,Blue,36,1,2,696,77,0.084
822959133,Client actuel,32,F,3,Master,Marié(e),$40K - $60K,Blue,26,3,3,2084,83,0.657
720491958,Client actuel,34,F,3,Sans diplôme,Célibataire,Moins de $40K,Blue,36,3,3,0,74,0.0
713607108,Client actuel,46,F,2,Niveau Bac+2,Divorcé(e),Moins de $40K,Blue,31,1,2,1428,61,0.771
709729533,Client perdu,47,M,3,Sans diplôme,Célibataire,$40K - $60K,Blue,39,3,1,457,49,0.253
717890583,Client actuel,48,F,1,Licence,Divorcé(e),$40K - $60K,Blue,38,1,2,1572,93,0.449
718384233,Client actuel,52,M,5,Doctorat,Célibataire,$40K - $60K,Silver,39,2,2,868,58,0.049
713401758,Client actuel,45,M,2,Sans diplôme,Marié(e),$120K +,Blue,36,2,3,1458,75,0.431
773257233,Client actuel,46,F,4,Non connu,Célibataire,Moins de $40K,Blue,39,2,3,1457,70,0.204
713556033,Client actuel,36,F,1,Licence,Marié(e),Moins de $40K,Blue,22,2,3,790,59,0.549
719265108,Client actuel,42,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,33,3,2,1190,94,0.312
778740708,Client actuel,39,F,3,Licence,Marié(e),Moins de $40K,Blue,27,3,2,962,69,0.506
710952933,Client actuel,43,F,1,Sans diplôme,Divorcé(e),Moins de $40K,Blue,36,2,3,1254,75,0.604
720991833,Client perdu,48,F,2,Doctorat,Marié(e),$60K - $80K,Blue,36,3,8,2090,53,0.831
779954658,Client actuel,56,M,4,Lycée (équivalent baccalauréat),Célibataire,$80K - $120K,Blue,40,3,3,0,82,0.0
714204108,Client actuel,45,F,5,Licence,Célibataire,Moins de $40K,Blue,38,3,0,1492,55,0.696
805546308,Client actuel,65,F,0,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,56,3,2,2517,83,0.423
716244933,Client actuel,54,F,3,Lycée (équivalent baccalauréat),Divorcé(e),Non connu,Blue,36,5,3,0,87,0.0
712018233,Client actuel,42,F,3,Licence,Célibataire,Non connu,Blue,34,3,3,2517,94,0.152
802878408,Client actuel,53,F,1,Licence,Marié(e),$40K - $60K,Blue,47,2,2,0,88,0.0
719504433,Client actuel,63,M,0,Non connu,Célibataire,$40K - $60K,Silver,54,3,3,1695,71,0.094
794558658,Client actuel,49,F,4,Licence,Marié(e),Moins de $40K,Blue,34,1,3,1430,86,0.559
711634008,Client actuel,42,F,3,Sans diplôme,Marié(e),Moins de $40K,Blue,36,2,2,0,70,0.0
708260208,Client actuel,43,F,5,Sans diplôme,Célibataire,Moins de $40K,Blue,36,3,2,1279,76,0.622
713435058,Client actuel,49,F,5,Lycée (équivalent baccalauréat),Divorcé(e),Moins de $40K,Blue,42,2,3,1489,66,0.755
719656533,Client actuel,44,M,3,Lycée (équivalent baccalauréat),Marié(e),$60K - $80K,Blue,36,2,3,0,79,0.0
719709558,Client actuel,48,M,3,Licence,Marié(e),$40K - $60K,Blue,33,1,2,2126,79,0.342
710311233,Client actuel,44,F,4,Lycée (équivalent baccalauréat),Célibataire,Non connu,Blue,37,3,3,0,86,0.0
719216508,Client actuel,55,F,1,Non connu,Non connu,Moins de $40K,Blue,36,2,1,2517,77,0.773
713105508,Client actuel,46,M,3,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Silver,29,3,3,2040,53,0.059
710719683,Client actuel,49,F,1,Lycée (équivalent baccalauréat),Divorcé(e),$40K - $60K,Blue,43,3,2,845,88,0.277
817892208,Client actuel,35,F,2,Doctorat,Célibataire,Moins de $40K,Blue,30,1,1,0,72,0.0
714102183,Client perdu,50,M,3,Sans diplôme,Marié(e),$120K +,Blue,36,2,3,2282,41,0.286
715410783,Client perdu,55,F,1,Non connu,Célibataire,Moins de $40K,Blue,36,2,3,572,34,0.312
718202658,Client actuel,47,M,3,Licence,Non connu,$120K +,Blue,36,2,3,795,98,0.085
719445633,Client actuel,60,F,0,Sans diplôme,Marié(e),Moins de $40K,Blue,36,2,3,0,69,0.0
709820658,Client actuel,45,M,4,Lycée (équivalent baccalauréat),Marié(e),$80K - $120K,Blue,36,2,3,1170,64,0.034
718481283,Client actuel,51,F,1,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,43,1,3,1114,73,0.611
789300408,Client actuel,41,M,4,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,30,2,2,700,87,0.434
711970533,Client actuel,54,F,4,Non connu,Marié(e),Moins de $40K,Blue,41,2,0,1349,71,0.905
815088483,Client actuel,28,F,1,Licence,Divorcé(e),Moins de $40K,Blue,23,1,3,1156,64,0.455
717139608,Client actuel,50,F,2,Niveau Bac+2,Divorcé(e),Moins de $40K,Blue,36,2,3,1817,65,0.525
717626508,Client actuel,44,F,3,Licence,Marié(e),Moins de $40K,Blue,36,3,1,0,87,0.0
767668908,Client perdu,46,F,3,Licence,Marié(e),Non connu,Blue,40,7,3,1836,32,0.14
712484733,Client actuel,47,M,5,Non connu,Célibataire,$60K - $80K,Blue,32,2,3,2517,85,0.285
716216958,Client actuel,48,M,1,Sans diplôme,Marié(e),$60K - $80K,Blue,42,1,1,883,63,0.199
714246333,Client perdu,58,F,4,Lycée (équivalent baccalauréat),Marié(e),Non connu,Blue,48,7,3,1803,39,0.334
718693683,Client actuel,65,F,0,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,53,1,3,2205,74,0.912
716298633,Client actuel,56,F,1,Licence,Célibataire,Moins de $40K,Blue,47,2,3,1792,84,0.859
755661933,Client perdu,48,F,3,Licence,Célibataire,$40K - $60K,Blue,41,3,3,671,45,0.353
712914783,Client actuel,43,M,5,Licence,Célibataire,$40K - $60K,Blue,31,1,2,0,82,0.0
711240108,Client actuel,41,M,2,Licence,Marié(e),$60K - $80K,Blue,31,2,2,1225,61,0.093
721396758,Client actuel,35,F,4,Doctorat,Marié(e),Moins de $40K,Blue,36,1,3,606,80,0.421
715636533,Client actuel,48,F,3,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,36,1,2,0,73,0.0
711508608,Client actuel,50,F,1,Non connu,Marié(e),Moins de $40K,Blue,36,5,3,1482,74,0.483
716669658,Client perdu,51,F,1,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,33,3,3,1608,38,0.802
718212633,Client actuel,45,F,4,Lycée (équivalent baccalauréat),Marié(e),$40K - $60K,Blue,36,2,1,2232,79,0.757
708357183,Client actuel,47,F,3,Non connu,Célibataire,Moins de $40K,Blue,38,2,3,0,64,0.0
713629533,Client actuel,35,F,1,Sans diplôme,Marié(e),Moins de $40K,Blue,36,2,3,670,83,0.466
771450708,Client actuel,58,F,3,Licence,Marié(e),$40K - $60K,Blue,46,3,1,1913,73,0.41
711311883,Client actuel,48,F,2,Licence,Marié(e),Moins de $40K,Silver,35,2,2,0,63,0.0
802673508,Client perdu,57,M,2,Licence,Marié(e),$120K +,Blue,51,6,3,0,39,0.0
708113208,Client actuel,53,F,1,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,36,2,2,0,69,0.0
788786208,Client actuel,46,F,2,Niveau Bac+2,Marié(e),Non connu,Blue,27,3,3,1794,85,0.182
720043533,Client actuel,39,M,4,Licence,Célibataire,$60K - $80K,Blue,26,2,0,917,66,0.202
801083133,Client actuel,57,F,4,Sans diplôme,Célibataire,Moins de $40K,Blue,51,3,3,1446,69,0.408
716246733,Client actuel,57,F,2,Niveau Bac+2,Célibataire,Moins de $40K,Blue,49,2,2,1528,71,0.823
807157833,Client actuel,56,F,4,Sans diplôme,Célibataire,Non connu,Blue,51,1,1,1272,73,0.382
721032633,Client perdu,55,F,3,Non connu,Célibataire,$40K - $60K,Blue,32,3,4,1999,50,0.801
828285858,Client actuel,41,F,3,Niveau Bac+2,Marié(e),Moins de $40K,Blue,37,1,2,765,66,0.532
718890933,Client perdu,45,F,4,Doctorat,Marié(e),$60K - $80K,Blue,27,2,2,0,38,0.0
711148308,Client actuel,52,M,3,Licence,Célibataire,$60K - $80K,Blue,46,2,2,1285,77,0.137
712810233,Client actuel,40,F,2,Licence,Marié(e),Moins de $40K,Blue,36,2,3,1674,80,0.691
714098883,Client actuel,45,F,1,Licence,Célibataire,$40K - $60K,Blue,36,2,2,1613,80,0.833
779327733,Client actuel,43,M,1,Licence,Divorcé(e),$60K - $80K,Blue,25,3,3,1014,81,0.569
716364408,Client actuel,59,F,0,Non connu,Marié(e),Moins de $40K,Blue,36,1,2,0,62,0.0
710461083,Client actuel,56,F,2,Licence,Célibataire,Moins de $40K,Blue,46,1,3,0,84,0.0
709306983,Client actuel,44,F,2,Master,Marié(e),Moins de $40K,Silver,36,3,2,1023,81,0.097
769035933,Client actuel,54,F,2,Non connu,Célibataire,Moins de $40K,Blue,48,3,2,1316,68,0.286
813182658,Client actuel,49,F,4,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,44,2,3,929,79,0.561
781110408,Client actuel,39,F,0,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,23,3,2,0,75,0.0
818007783,Client actuel,49,F,3,Niveau Bac+2,Marié(e),$40K - $60K,Blue,44,2,3,1590,89,0.617
708862233,Client actuel,44,F,4,Licence,Marié(e),$40K - $60K,Blue,30,3,3,0,83,0.0
714006333,Client perdu,42,F,4,Licence,Marié(e),$60K - $80K,Blue,36,2,3,528,41,0.248
770596458,Client perdu,45,F,2,Doctorat,Marié(e),$60K - $80K,Blue,31,3,8,2262,39,0.837
789392883,Client actuel,38,F,3,Master,Non connu,Moins de $40K,Blue,29,1,0,1247,71,0.664
803805483,Client actuel,46,F,3,Niveau Bac+2,Marié(e),Non connu,Blue,40,3,3,0,67,0.0
709534083,Client perdu,58,F,0,Sans diplôme,Divorcé(e),Moins de $40K,Blue,36,2,8,0,41,0.0
710579583,Client actuel,57,F,1,Licence,Marié(e),Moins de $40K,Blue,50,2,3,983,86,0.59
708949908,Client perdu,50,M,1,Licence,Divorcé(e),$120K +,Blue,42,3,2,0,44,0.0
711907083,Client actuel,53,M,1,Lycée (équivalent baccalauréat),Non connu,$80K - $120K,Blue,36,3,4,1034,64,0.073
718696458,Client actuel,52,F,1,Licence,Marié(e),Moins de $40K,Blue,42,2,3,1230,68,0.611
710611683,Client actuel,43,F,2,Master,Marié(e),Moins de $40K,Blue,31,1,1,1807,83,0.637
721511883,Client actuel,40,F,3,Licence,Célibataire,Moins de $40K,Blue,28,2,2,0,79,0.0
779116158,Client actuel,49,F,1,Non connu,Marié(e),Moins de $40K,Blue,31,2,1,868,85,0.152
720193533,Client actuel,41,M,3,Non connu,Marié(e),$60K - $80K,Blue,32,1,3,1043,62,0.206
753094533,Client actuel,51,M,3,Sans diplôme,Marié(e),$80K - $120K,Blue,44,3,3,0,73,0.0
719545983,Client actuel,31,F,2,Master,Non connu,Non connu,Blue,13,3,3,0,82,0.0
716494383,Client actuel,49,F,3,Licence,Non connu,$40K - $60K,Blue,41,2,2,931,78,0.26
769892058,Client actuel,40,M,3,Sans diplôme,Célibataire,$80K - $120K,Blue,34,2,2,2126,65,0.233
709098108,Client actuel,45,F,4,Licence,Marié(e),Non connu,Blue,35,2,2,0,80,0.0
715705683,Client actuel,56,F,1,Licence,Célibataire,Moins de $40K,Blue,36,3,2,1101,70,0.569
715724808,Client actuel,49,M,3,Lycée (équivalent baccalauréat),Marié(e),$80K - $120K,Blue,41,2,3,2138,83,0.266
717123858,Client actuel,36,F,1,Licence,Marié(e),$40K - $60K,Blue,36,1,3,1617,62,0.445
716236683,Client actuel,46,F,1,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,37,2,2,1487,71,0.587
771224358,Client actuel,54,F,4,Non connu,Marié(e),Moins de $40K,Blue,41,1,3,0,78,0.0
779310033,Client perdu,42,F,4,Doctorat,Marié(e),$60K - $80K,Blue,24,2,3,0,36,0.0
710595783,Client actuel,46,F,3,Licence,Non connu,Non connu,Blue,39,1,2,2082,76,0.313
711409833,Client actuel,45,F,5,Sans diplôme,Marié(e),Moins de $40K,Blue,33,1,3,650,71,0.355
721174008,Client actuel,37,M,2,Sans diplôme,Marié(e),$120K +,Blue,23,3,3,2170,77,0.285
714192933,Client perdu,55,F,3,Licence,Célibataire,$80K - $120K,Blue,36,3,6,0,44,0.0
709632483,Client actuel,49,F,2,Lycée (équivalent baccalauréat),Célibataire,Moins de $40K,Blue,40,2,2,906,84,0.63
718431258,Client actuel,41,M,4,Lycée (équivalent baccalauréat),Célibataire,$60K - $80K,Blue,28,3,3,1503,74,0.481
817029108,Client actuel,47,F,4,Master,Célibataire,$40K - $60K,Blue,27,6,3,1611,67,0.234
796931508,Client perdu,42,M,4,Lycée (équivalent baccalauréat),Non connu,$60K - $80K,Blue,36,3,8,0,48,0.0
769577358,Client actuel,31,F,0,Licence,Célibataire,Moins de $40K,Blue,17,2,3,1761,89,0.632
815589558,Client actuel,50,M,2,Master,Marié(e),$80K - $120K,Blue,45,3,2,1478,70,0.792
714287583,Client perdu,41,F,3,Non connu,Marié(e),Moins de $40K,Blue,32,2,3,0,38,0.0
718975083,Client perdu,47,F,4,Licence,Célibataire,$60K - $80K,Blue,40,7,3,0,44,0.0
715315008,Client actuel,40,M,4,Master,Célibataire,$40K - $60K,Blue,30,3,2,1555,70,0.335
779252283,Client actuel,47,F,4,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,29,3,0,2411,82,0.889
714031083,Client perdu,46,F,3,Licence,Non connu,Non connu,Blue,30,2,1,0,40,0.0
772442883,Client perdu,51,F,4,Licence,Marié(e),Non connu,Blue,41,3,6,696,38,0.181
714533058,Client actuel,53,F,3,Niveau Bac+2,Marié(e),Moins de $40K,Blue,43,2,3,721,86,0.501
716570958,Client perdu,50,M,3,Master,Divorcé(e),$60K - $80K,Blue,36,2,3,511,39,0.035
710116833,Client perdu,59,F,1,Lycée (équivalent baccalauréat),Célibataire,$40K - $60K,Blue,36,3,3,0,40,0.0
718586133,Client actuel,43,F,3,Licence,Marié(e),Moins de $40K,Blue,31,1,3,0,85,0.0
773322558,Client actuel,59,F,2,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,48,1,1,1566,69,0.67
714554808,Client actuel,51,F,1,Licence,Marié(e),Moins de $40K,Blue,40,3,0,1362,91,0.491
717903108,Client actuel,57,F,1,Niveau Bac+2,Célibataire,Non connu,Blue,46,1,1,488,65,0.114
815908908,Client perdu,47,F,4,Sans diplôme,Célibataire,Non connu,Blue,42,7,3,2517,50,0.402
771464808,Client actuel,35,F,2,Licence,Célibataire,Moins de $40K,Blue,23,3,3,1301,71,0.562
708234558,Client actuel,55,F,2,Niveau Bac+2,Divorcé(e),Moins de $40K,Blue,43,2,1,1340,73,0.598
715737258,Client actuel,41,F,1,Niveau Bac+2,Marié(e),Moins de $40K,Blue,32,3,3,0,84,0.0
710188308,Client actuel,51,F,3,Licence,Célibataire,Moins de $40K,Blue,41,2,3,1148,73,0.756
708670608,Client actuel,48,F,5,Sans diplôme,Marié(e),Non connu,Blue,36,2,3,2200,85,0.4
714839808,Client actuel,51,F,3,Licence,Marié(e),Moins de $40K,Blue,35,1,1,1176,64,0.549
811140933,Client actuel,43,F,2,Lycée (équivalent baccalauréat),Marié(e),Moins de $40K,Blue,29,1,2,1786,63,0.683
788937933,Client actuel,39,F,3,Licence,Divorcé(e),Moins de $40K,Blue,25,1,1,1356,81,0.247
